Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.46507239,1.69244206,1.5355022,1.35508084,2.3681941,2.06248069,2.36401343,2.46383238,1.5591383,2.08079624,1.9852922,3.47107577,2.66949105,1.54086971,2.78679872,2.4195447,2.23587942,2.01362443,2.0575192,2.27517176,2.15909863,2.22768974,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.16139579,3.46985078,3.46189737,3.30085516,3.12336445,2.95317626,2.97463489,2.97691154,2.45241618,2.77685046,2.8310132,2.86501956,3.07491827,3.05590343,3.04348063,3.17430472,3.08039069,3.28108525,2.92808771,2.89716864,4.00524998,4.71387148,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2926054,1.18493998,1.40065992,1.48519886,1.3727535,1.22052515,0.95991379,0.97199386,1.02431214,1.21738589,1.36283255,1.27987134,1.40670311,1.41955829,1.23977196,1.34465146,1.33381462,1.49843824,1.63126719,1.66501212,1.91031921,2.00221539,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.64510846,0.7802825,0.89175522,0.8576715,0.70553547,0.65208685,0.64810383,0.56892991,0.55071974,0.44800821,0.4063552,0.5729565,0.64008772,0.4803811,0.58977377,0.36383638,0.36593071,0.14120807,0.35133773,0.40687224,0.60675448,0.48458478,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.00890827,6.27900839,6.41561842,6.59055662,6.62400055,6.59905815,6.4866991,6.57310772,6.70162201,7.48480892,7.46070719,7.28938246,7.40939951,7.38289499,7.25708961,7.60736179,7.70479155,7.59250259,7.59944868,7.65233946,9.60643387,8.99394321,7.95449591,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.72009432,1.51679933,1.43433034,1.54273593,1.47439027,1.03528202,1.2270366,1.27105808,0.84677029,0.73202437,0.57684642,0.41535795,0.62262243,0.98292679,0.71106249,0.45585203,0.59953427,0.72881997,0.68864167,0.81894016,1.22148478,1.26418066,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.07553625,1.84560585,2.09622121,1.73732841,1.91800988,1.42997086,0.99538934,1.02279258,0.795304,0.92613524,0.8519026,0.82494748,0.94672126,1.14863968,1.21946907,0.96198386,0.82245749,0.69614905,0.65007859,0.69896412,0.92749429,0.89751428,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50570488,2.58087945,2.7061429,2.77313995,2.72724271,2.60593724,2.51085305,2.62537217,2.93340087,3.39756632,3.21233106,3.20645714,3.36484623,3.56203938,3.74321008,4.01006603,4.24912882,4.58157396,4.68868828,4.7671833,5.4753623,5.19715691,4.92492533,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99070781,0.9747563,1.11262381,1.25344622,1.29851866,1.36797953,1.38712025,1.43417549,1.7363745,2.14862132,2.19598818,2.33301282,2.54478717,2.68986797,2.79103708,2.97190666,2.89319348,2.87102771,2.91554713,2.99503422,3.06103587,2.91082072,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.20017815,4.4598279,4.36780405,4.46871901,4.26406574,4.35741186,4.56696033,4.58606291,4.74562693,5.2679739,5.10725689,4.9838357,4.7128706,4.90206432,5.05892706,5.32889223,5.29663372,5.4549818,5.46089888,5.43606472,6.21218491,6.54606009,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.89238626,0.53460306,0.95703292,0.85293561,0.79133064,0.69351977,0.64537597,0.56597918,0.43337327,0.37907231,0.37668347,0.9567222,0.79534382,0.65978307,0.55491424,0.46612623,0.57399994,0.67584765,0.76553828,0.83244753,1.29280293,0.9362275,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.06221094,0.1064139,0.1042934,0.22955486,0.18619408,0.20691012,0.21124637,0.21944189,0.25155047,0.30941841,0.38362399,0.34667644,0.51978379,0.46684277,0.51571059,0.62508768,0.53029794,0.39801776,0.48873118,0.55490303,0.65065557,0.634673,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.51469523,0.96511757,0.43198308,0.50115985,0.43517572,0.43213499,0.55492193,0.58651859,1.09928632,0.61770952,0.8283878,0.65133953,0.81893653,0.93664998,0.94694966,1.11883152,1.19758177,0.96784472,0.67033952,1.11432433,1.89680159,1.89836919,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.262187,4.24420071,4.5927887,4.62578392,4.37697315,4.26226091,4.58488178,4.63239908,5.06513548,5.57623196,5.80644417,5.70106649,5.503479,5.45445585,5.44291878,5.51982641,5.36528826,5.1788969,5.27453423,5.23799706,5.61917925,5.29930544,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.58689862,0.50978333,0.54329485,0.5154925,0.5599317,0.52909023,0.5577988,0.58829546,0.60337675,0.66822654,0.58759689,0.57983553,0.74607307,0.7278282,0.77760309,0.80445331,0.85302079,0.93267012,0.89862597,0.97108036,1.33278406,1.02933276,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.51,5.89,4.85,5.12,5.19,5.81,5.85,6.4,6.41,6.69,6.66,6.28,6.35,5.47,5.56,5.56,5.57,5.52,5.57,5.55,6.32,6.81,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.50884342,5.6706562,5.72780991,5.64911461,5.4684186,7.43015385,7.08049011,9.8824482,10.29249096,11.28293419,9.70249748,10.06710052,8.06292343,9.1383667,10.95757103,11.57496357,10.94801617,10.23550797,9.77754307,9.86756992,11.36566067,12.62829018,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.18,2.23,2.49,2.48,2.23,2.25,2.34,2.31,2.5,2.75,2.97,3.05,3,3.16,2.95,2.86,2.8,2.75,2.87,3.83,6.31,7.99,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.05704689,5.12704372,5.44065952,5.70741272,5.56338072,5.40408373,5.2702322,5.01563358,5.12718487,6.00805569,6.41143084,6.36668682,6.42526054,6.3306284,6.37729502,6.18714857,6.24757004,6.20310163,6.31545496,6.43771982,8.05650425,8.17704678,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.74,7.05,7.29,7.47,7.53,7.61,7.69,7.81,7.99,9.02,8.94,8.74,8.88,8.72,8.71,8.72,8.63,8.48,8.46,8.5,8.95,9.22,8.05,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4109472,1.25184202,1.28663254,1.50417197,1.43899679,1.39763594,1.72629714,1.73554409,1.83160639,1.90513194,1.85769463,2.14387894,1.89016581,1.80735004,1.7650162,1.70769882,1.32919765,1.1462568,1.15597773,1.04547822,1.07682252,0.96614808,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.36023808,2.57100463,2.43640971,2.70172191,2.57289863,2.79434443,2.69501734,2.52050734,2.61492229,2.67258692,2.95949578,3.15106702,3.48056149,3.28141499,3.21116447,3.25268769,3.33051729,3.76958227,4.10668468,3.33201027,3.79538107,4.1700511,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.71051323,1.70341122,1.67955506,1.15990651,1.14767253,1.39308929,1.40171933,1.68479145,2.12083244,2.3301568,2.51638484,2.72521138,2.76371336,2.77817011,2.46088839,2.36797523,2.66466546,2.68220282,2.52541804,2.59220481,3.24332738,3.28691697,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.96102405,1.25510871,1.41283405,1.6680541,1.73261917,1.68276179,1.81756639,2.12949157,2.16740918,2.45888352,2.92586303,3.14382219,3.52020597,3.91916442,4.19739294,4.38921881,4.501472,4.64450216,4.97737408,4.8712554,5.07644606,5.27873421,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.73206902,1.84800243,1.8990773,1.66768789,1.57912993,1.5893116,1.74427283,1.56855941,1.53611362,1.53461063,1.36768734,1.47460115,1.28014243,1.36696446,1.41039252,1.58139753,1.56636381,1.65595341,1.35182929,1.29722774,1.32617092,1.73679698,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.94314837,3.83341885,4.00326157,3.88919258,4.01650906,4.2482481,4.52057076,4.1049161,4.0889926,4.10507488,4.37232924,4.79892349,4.45448637,4.76325369,4.68769121,4.80888462,4.84736443,4.58291912,4.54387665,4.71487188,5.88103342,6.40300608,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.31905925,0.18987545,0.15856972,0.19967213,0.16040228,0.20671792,0.2612609,0.28975433,0.29780021,0.58800763,0.45372498,0.40495598,0.5242334,0.42721468,0.47094294,0.55440164,0.69449306,0.59081864,0.62434703,0.64643157,0.84701848,0.67799932,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.05245161,1.79195142,2.11955547,1.66898465,1.55933774,0.85298669,0.81826532,1.21488249,1.48372126,1.03169298,1.02692962,0.77091086,0.79316747,0.77988005,0.51415247,0.74046409,0.73348004,1.00735629,0.6442942,0.78535897,0.83485365,0.88008088,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.92115879,3.72888851,3.58040428,3.88346553,3.92321706,3.90325379,3.69721651,3.8763938,4.50654268,5.22567177,4.84025669,4.50477123,4.58076859,4.67575455,4.74082565,4.94316053,4.98726511,4.8484664,4.92409325,5.069736,5.83760357,5.70502901,..,..
