Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bahrain,BHR,127.823,128.176,123.216,123.233,123.373,124.284,124.17,124.239,124.911,119.2,119.003,121.604,116.026,111.958,109.198,106.643,96.189,93.526,92.756,93.266,83.07,81.669,79.281,79.447,76.06,70.138,68.311,62.152,60.269,59.485,60.119,59.205,56.802,53.642,51.983,51.933,49.919,49.577,49.496,48.797,50.855,52.547,50.631,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bangladesh,BGD,300.637,299.286,297.542,295.271,288.501,282.529,287.213,282.614,289.233,305.533,300.049,321.597,268.758,273.595,265.279,255.436,269.673,227.409,191.094,165.642,169.91,165.836,155.796,150.016,148.313,146.967,148.327,156.221,150.703,149.51,133.139,132.536,118.525,112.607,114.615,112.617,107.952,103.032,100.365,94.56,116.992,121.34,90.629,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Barbados,BRB,112.885,112.11,108.277,107.973,106.988,108.444,108.224,106.812,105.577,105.39,105.871,105.586,104.446,101.157,99.962,99.285,98.775,100.057,97.491,96.311,99.582,101.583,99.83,97.11,93.367,93.811,93.988,91.693,92.019,91.552,94.476,93.501,92.618,91.302,90.336,89.598,88.826,88.127,87.146,86.375,85.887,85.044,81.857,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belarus,BLR,109.577,107.347,107.551,108.219,112.708,109.451,97.996,99.568,98.918,101.846,107.204,110,115.421,125.075,125.783,131.093,128.347,130.648,130.858,134.812,125.338,130.326,137.368,130.887,128.963,127.967,122.46,115.608,111.707,113.28,112.143,114.383,97.548,95.272,89.986,82.36,82.559,77.933,79.839,..,..,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belgium,BEL,90.931,88.329,88.539,88.413,83.768,81.82,82.06,78.65,76.679,76.563,75.087,72.279,73.418,71.674,73.275,71.387,70.658,70.724,70.916,67.493,68.703,67.722,66.905,65.357,62.807,62.164,61.11,63.08,61.634,61.099,59.3,59.462,57.054,57.509,53.263,53.983,51.297,49.351,49.315,46.994,47.78,47.204,46.94,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Belize,BLZ,148.437,147.76,153.519,149.746,140.241,140.5,133.276,129.811,126.71,126.185,131.98,140.635,148.048,147.886,139.726,147.479,146.996,158.028,166.944,164.956,168.326,171.039,165.588,165.489,163.018,163.628,151.473,142.534,135.298,125.683,120.27,117.163,112.91,111.87,111.18,109.72,107.797,105.673,103.179,99.906,132.376,155.726,144.538,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Benin,BEN,311.044,306.159,298.898,289.188,281.276,275.87,267.107,259.698,256.591,252.606,245.912,243.435,241.283,242.469,244.145,247.123,251.853,246.904,242.94,241.296,243.816,249.065,258.765,259.611,264.89,260.249,257.462,258.725,256.262,257.879,254.119,256.008,257.668,252.741,254.317,249.694,251.112,245.742,245.631,239.831,246.154,249.345,246.828,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bermuda,BMU,70.405,74.567,69.663,64.467,76.55,84.964,81.207,81.653,81.849,85.39,80.249,82.79,92.958,88.287,84.998,73.267,67.614,77.275,78.532,69.18,65.689,65.933,65.517,62.873,54.589,51.266,46.62,45.716,47.534,54.201,50.196,45.298,43.379,41.705,42.349,45.402,51.291,50.424,45.139,42.748,41.685,60.654,49.05,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bhutan,BTN,364.668,356.116,348.218,340.85,333.726,326.671,318.055,309.358,300.525,292.189,284.279,277.343,268.872,261.416,255.748,246.307,238.795,231.689,224.171,217.159,215.06,204.319,197.341,190.828,184.776,179.06,172.333,166.195,160.571,156.84,150.891,144.953,139.815,135.833,131.994,128.968,126.263,123.433,119.83,116.444,113.318,110.647,108.65,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bolivia,BOL,273.365,272.574,270.863,269.634,267.112,264.276,262.47,256.725,250.849,244.366,238.569,232.001,230.202,219.338,214.676,211.392,207.836,203.285,197.923,192.573,189.477,184.41,179.223,176.525,176.849,173.649,169.796,169.558,164.414,159.459,157.589,153.957,153.642,149.841,150.415,150.035,145.521,145.419,146.559,146.643,190.705,211.078,190.222,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bosnia and Herzegovina,BIH,113.961,113.48,112.308,110.382,115.273,122.69,116.111,114.931,112.188,111.566,100.846,101.228,225.395,224.74,109.822,108.818,89.927,87.698,87.164,74.731,78.104,72.011,79.721,66.194,64.414,66.127,60.325,60.961,56.364,54.785,54.547,55.476,51.956,58.445,63.5,59.726,54.444,52.196,50.315,48.461,52.767,59.779,59.991,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Botswana,BWA,251.938,247.681,243.43,239.291,234.324,231.692,232.473,237.732,252.8,263.397,283.111,306.347,331.452,357.143,381.567,405.995,429.612,453.805,477.016,498.772,516.182,527.326,532.133,529.813,520.123,503.403,485.979,451.354,417.562,382.267,343.517,317.959,317.474,276.868,257.907,237.818,198.163,171.355,218.279,208.597,201.368,289.76,202.615,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Brazil,BRA,201.082,196.021,191.252,186.885,182.483,178.108,173.095,167.811,164.205,160.03,155.032,153,149.335,146.348,142.665,139.472,135.476,132.311,129.503,126.806,121.39,116.839,115.572,114.059,109.656,105.294,103.048,101.099,98.587,96.702,94.087,93.534,91.547,89.138,86.15,84.634,81.943,80.037,77.695,75.626,95.452,121.238,109.601,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,British Virgin Islands,VGB,135.854,137.655,126.931,128.673,119.464,118.82,119.275,120.376,115.872,113.636,110.283,111.937,106.049,102.061,96.441,89.915,83.322,81.072,74.432,77.698,82.618,86.603,85.543,83.512,76.651,70.226,69.622,62.812,60.791,58.786,59,58.722,58.822,58.381,58.465,58.157,58.127,71.582,58.091,58.401,58.994,70.115,56.023,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Brunei Darussalam,BRN,190.576,186.85,182.159,178.575,174.346,170.103,165.37,162.44,157.666,152.777,147.65,142.888,137.898,133.281,129.123,125.062,121.34,118.088,115.15,112.386,110.012,108.111,106.505,105.374,104.505,103.919,103.479,103.165,102.907,102.599,102.309,102.018,101.829,101.67,101.329,101.14,100.716,100.158,99.45,98.446,97.328,96.079,96.839,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Bulgaria,BGR,98.918,97.092,98.338,95.449,98.231,98.506,95.566,94.902,97.567,95.634,98.081,96.629,99.086,94.867,98.232,100.065,99.791,106.49,98.497,99.048,98.817,95.108,93.926,91.42,92.267,92.247,93.389,91.31,88.735,87.304,87.933,85.702,82.257,82.085,88.291,86.607,86.466,86.496,86.31,81.732,95.17,118.345,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Burkina Faso,BFA,312.075,312.586,304.665,300.498,295.868,295.608,302.624,307.195,311.554,313.696,307.811,308.178,308.543,312.724,308.619,307.853,306.291,314.854,307.016,301.718,292.458,293.466,295.917,292.987,288.274,280.212,277.528,273.442,261.91,259.856,255.623,248.537,244.882,246.557,239.949,235.259,229.907,229.403,223.989,225.045,231.071,246.477,240.675,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Burundi,BDI,359.112,352.052,348.354,346.123,346.452,351.771,362.218,374.791,442.328,410.958,424.645,439.779,450.986,567.835,444.652,438.446,429.813,416.404,397.209,385.146,380.612,368.382,353.989,346.181,335.721,324.645,318.757,313.762,298.944,296.277,294.658,288.676,281.386,273.145,265.859,255.471,254.484,243.956,243.146,232.316,243.591,246.199,243.136,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cabo Verde,CPV,255.112,249.906,249.012,247.787,245.686,242.116,234.191,225.829,216.746,212.981,203.173,200.981,199.308,197.568,196.289,207.745,184.299,173.451,169.77,163.229,144.918,132.126,122.703,113.912,104.407,99.711,99.835,89.089,95.849,82.839,79.925,74.558,79.451,69.637,68.719,73.421,66.352,61.795,67.108,64.704,69.487,74.232,71.117,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cambodia,KHM,343.24,334.09,329.036,322.107,314.491,306.291,307.69,298.753,292.772,281.628,276.385,274.163,271.877,270.506,271.018,267.905,264.025,261.02,258.432,251.795,242.889,230.855,218.723,206.715,201.155,195.687,188.43,182.199,174.647,162.053,161.782,151.308,150.124,142.717,141.651,141.294,133.372,134.235,134.103,133.768,134.767,138.475,135.442,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cameroon,CMR,316.051,316.495,317.014,312.139,312.522,311.332,315.01,304.71,303.778,305.599,304.686,305.026,302.919,310.736,319.084,322.27,330.747,332.344,337.789,336.098,337.101,338.496,342.096,337.391,335.716,341.789,335.594,334.223,327.49,323.111,316.641,311.645,304.131,295.688,289.288,278.456,276.406,269.912,260.402,260.365,265.145,280.714,273.611,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Canada,CAN,86.248,84.326,82.064,78.562,76.412,77.346,75.365,74.392,72.201,71.749,69.678,69.012,68.42,67.366,67.584,66.92,66.074,63.241,62.681,61.623,61.046,59.364,59.492,58.315,57.049,57.113,55.878,55.476,55.899,54.782,52.66,52.671,52.44,50.975,51.4,50.736,51.593,51.511,51.046,49.767,53.873,55.32,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Central African Republic,CAF,323.879,320.35,317.747,316.244,316.004,317.179,320.178,324.547,330.63,337.914,348.399,359.567,373.96,389.194,407.283,425.464,444.349,463.716,481.162,497.364,513.068,521.817,525.764,525.492,521.651,513.612,503.341,491.184,478.303,465.786,453.944,447.489,430.486,421.558,412.079,390.195,377.95,368.61,360.536,357.25,367.44,378.354,372.802,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Chad,TCD,379.346,370.545,363.899,353.01,351.47,350.362,349.434,359.746,355.905,355.481,359.857,366.068,368.346,372.919,373.926,372.952,368.824,369.101,371.862,373.393,372.68,371.807,374.774,374.083,373.339,377.286,376.699,371.663,370.456,373.216,369.211,364.353,358.029,356.36,351.758,346.329,346.831,343.204,337.13,330.834,344.715,352.065,347.439,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Channel Islands,CHI,86.153,82.735,75.934,81.422,67.769,73.424,70.642,64.42,61.974,61.179,60.754,66.703,53.299,64.091,57.074,58.208,57.015,55.616,51.532,51.474,50.215,49.584,51.882,47.899,45.151,44.116,42.305,39.964,39.533,40.557,40.294,37.052,39.236,38.055,36.171,38.572,39.088,38.911,38.721,38.837,39.372,39.531,38.274,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Chile,CHL,124.117,113.421,107.519,107.626,105.254,102.275,97.87,95.722,93.503,97.357,95.141,88.229,83.37,83.181,83.912,81.995,78.954,76.806,75.064,72.798,68.677,70.948,66.832,67.014,64.246,62.094,66.255,68.538,64.695,64.466,64.879,62.833,61.798,62.354,59.937,61.873,59.505,57.495,58.649,57.863,62.14,68.283,64.749,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,China,CHN,168.287,162.328,156.96,151.661,147.032,142.348,137.699,132.592,128.426,125.05,123.608,124.306,117.305,111.374,109.794,104.662,103.217,99.915,94.494,95.624,91.391,83.561,81.579,79.726,77.982,76.045,74.384,72.726,73.884,69.668,68.689,67.265,65.718,64.805,63.549,62.27,60.918,59.587,57.884,56.969,55.437,54.207,53.888,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Colombia,COL,155.945,152.92,150.022,147.963,144.705,170.571,138.368,135.559,130.839,127.205,124.22,121.92,119.45,117.085,115.093,112.442,110.062,107.331,105.016,103.906,100.184,98.839,95.669,92.887,90.581,88.182,85.804,83.585,81.319,79.223,77.933,76.647,75.593,74.943,74.368,73.966,73.531,73.522,73.221,73.515,87.21,111.063,101.507,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Comoros,COM,311.905,310.75,309.1,310.033,305.45,303.34,300.224,301.847,299.113,297.411,295.235,294.768,286.945,277.804,274.066,267.934,263.572,256.172,257.165,252.729,254.904,248.988,250.744,248.143,241.161,240.726,239.743,235.485,234.545,225.852,225.858,218.575,218.196,210.041,210.388,201.327,201.614,191.944,191.7,192.742,186.394,201.161,197.783,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Congo, Dem. Rep.",COD,387.402,385.54,384.299,384.025,380.458,381.244,375.343,371.431,359.672,354.937,345.607,341.843,335.674,326.49,323.368,312.278,323.177,311.419,309.531,309.361,303.923,304.265,304.652,304.627,302.945,299.874,293.997,294.081,290.257,283.879,279.006,272.029,273.24,266.303,259.917,259.266,251.772,251.583,243.992,238.474,248.709,256.021,249.974,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Congo, Rep.",COG,273.481,274.286,270.897,272.343,274.021,277.986,280.127,291.893,311.741,334.983,359.34,383.346,411.985,422.555,429.897,424.932,420.004,446.724,432.083,414.422,401.451,391.138,380.562,369.992,357.889,341.408,336.054,324.641,314.536,302.287,287.175,283.893,283.037,269.144,268.536,269.708,256,254.995,254.228,264.087,249.061,258.57,263.389,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Costa Rica,CRI,95.358,95.084,85.842,85.575,84.314,83.242,80.913,79.13,76.241,73.331,71.801,74.192,72.643,71.621,71.135,70.53,70.145,65.831,68.909,65.632,63.877,65.112,62.167,62.301,61.206,60.067,59.092,60.188,59.834,58.501,59.541,55.688,56.209,55.171,58.076,55.466,52.48,53.442,50.973,51.24,52.584,67.167,65.167,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cote d'Ivoire,CIV,291.999,284.346,286.394,285.384,299.473,300.558,301.274,302.284,308.838,313.091,318.626,324.852,329.151,335.155,339.816,344.222,350.492,365.631,387.188,406.032,417.546,428.838,436.97,441.234,443.188,441.363,435.853,426.539,414.139,400.217,391.244,382.806,374.101,362.679,363.424,351.633,353.493,341.536,342.043,331.42,335.791,345.388,339.232,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Croatia,HRV,107.131,110.204,115.846,119.532,107.04,101.742,98.079,97.151,92.646,92.291,88.964,91.178,80.574,78.878,74.292,77.117,74.373,74.445,74.236,72.956,71.252,69.914,69.138,70.424,64.422,65.405,62.428,62.98,60.814,60.202,58.298,55.218,53.735,50.612,49.555,51.413,46.875,47.736,44.973,42.734,45.153,43.245,41.98,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cuba,CUB,124.403,124.297,123.959,123.622,123.475,123.656,124.091,124.513,124.65,124.222,122.964,120.881,118.262,115.386,112.504,109.839,107.45,105.231,103.059,100.806,98.347,95.681,92.955,90.304,87.84,85.658,83.792,82.206,80.858,79.699,78.683,77.789,77.016,76.351,75.759,75.194,74.709,74.515,74.826,75.858,72.972,106.351,71.766,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Curacao,CUW,120.843,119.818,118.88,117.153,115.967,115.399,113.45,108.95,107.611,109.178,105.138,103.846,103.225,102.186,100.502,100.182,98.667,97.587,95.748,94.849,93.675,92.216,90.915,89.346,88.085,86.764,84.913,83.204,81.579,80.741,74.766,70.019,69.703,64.298,63.938,61.21,61.202,61.197,61.563,61.384,61.315,66.622,59.051,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Cyprus,CYP,110.46,110.927,109.825,109.968,111.114,106.995,110.143,103.427,102.094,98.506,99.689,98.246,91.773,86.487,88.208,82.807,79.443,76.387,73.014,73.664,72.532,69.391,65.394,63.359,62.999,62.164,60.925,58.007,56.86,53.317,51.226,49.148,49.688,47.827,45.705,44.473,42.478,40.898,41.942,40.41,40.907,41.554,39.545,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Czechia,CZE,103.491,101.341,99.342,101.205,99.723,97.089,99.324,95.941,94.815,95.581,95.017,94.837,91.241,87.543,84.664,87.578,80.073,81.553,76.781,75.214,76.137,75.735,72.549,74.23,68.716,69.669,66.353,64.729,65.342,62.774,60.281,59.481,58.347,56.75,53.443,53.074,53.474,51.586,51.152,51.96,54.973,61.338,..,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Denmark,DNK,105.928,103.916,100.643,102.025,102.054,104.488,103.239,103.829,101.435,101.793,101.117,95.335,94.805,94.326,92.219,93.451,87.663,87.251,80.569,82.145,78.859,78.517,75.793,73.484,71.842,69.267,68.409,69.511,67.182,64.924,63.005,59.047,57.616,54.62,51.817,51.397,51.652,47.453,48.343,43.817,43.561,44.448,42.149,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Djibouti,DJI,305.511,302.805,301.96,299.116,293.651,291.914,286.995,287.939,284.158,285.341,281.305,282.01,282.224,283.843,286.058,281.233,285.338,290.446,292.715,287.4,290.386,286.43,284.985,278.727,278.826,267.828,266.532,258.778,257.529,256.546,245.842,245.874,237.096,237.036,225.372,224.184,222.784,211.645,210.088,211.945,213.047,222.236,216.771,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Dominica,DMA,132.832,111.838,139.655,119.873,130.825,123.878,107.889,115.026,122.794,142.998,143.632,163.578,147.592,136.427,131.348,122.906,131.464,130.598,134.717,135.474,111.119,111.136,109.422,124.659,112.328,102.041,114.48,102.693,94.636,92.587,96.787,111.164,106.658,120.384,112.231,129.123,109.483,146.793,100.529,101.57,101.364,106.709,106.065,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Dominican Republic,DOM,187.414,186.251,185.622,185.077,184.016,181.924,178.71,174.629,170.165,165.627,161.294,157.387,154.037,151.149,148.854,147.32,146.431,145.987,147.86,147.104,148.264,149.619,150.455,150.212,149.236,143.661,137.09,130.316,122.25,115.751,110.639,108.426,105.459,104.449,104.332,104.984,106.01,106.52,106.085,104.064,102.537,108.096,99.21,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,Ecuador,ECU,167.616,163.554,160.456,158.501,155.223,152.653,149.836,146.863,143.838,140.91,138.035,137.666,133.51,132.287,128.035,125.717,123.395,121.068,118.747,116.068,113.774,111.184,108.951,106.527,104.434,102.558,100.866,99.169,97.531,95.584,93.424,90.966,88.532,86.3,84.448,83.275,84.328,82.448,82.236,81.821,114.477,105.828,75.706,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,"Egypt, Arab Rep.",EGY,184.971,191.239,187.674,183.471,183.111,181.565,180.36,175.779,168.352,167.544,162.998,159.738,160.373,159.389,156.175,152.528,150.864,148.348,150.31,150.032,146.573,144.46,142.43,145.041,143.2,140.494,138.288,136.503,133.983,130.724,127.58,123.872,121.632,119.806,114.976,114.943,108.622,102.976,102.131,103.044,105.044,114.164,114.676,..
"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,El Salvador,SLV,269.609,243.423,236.097,223.023,210.342,199.315,199.946,183.28,174.351,176.994,165.475,159.754,155.938,153.072,150.435,147.592,144.912,142.07,142.245,136.493,133.703,138.496,128.378,127.81,124.175,123.354,121.835,121.133,120.525,121.35,118.499,116.996,115.583,114.784,114.872,116.195,118.159,119.188,116.979,110.302,124.344,127.25,122.386,..
