Series Name,Series Code,Country Name,Country Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.59412289,7.67809916,7.87627029,7.88087225,8.08708572,7.97029352,7.97702456,8.05496502,8.24855137,8.54473877,8.42025661,8.53744984,8.67456913,8.75058746,9.83354282,10.18225861,10.09288597,10.12281322,10.05971909,10.21965981,10.6837368,10.54363918,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.2,9.27,9.39,9.55,9.71,9.63,9.53,9.53,9.73,10.23,10.22,10.03,10.2,10.29,10.37,10.37,10.35,10.38,10.35,10.49,11.39,12.1,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.95,2.77,2.73,2.73,2.66,2.23,2.07,1.99,2.05,2.77,2.65,2.6,3.16,3.23,3.59,4.34,4.42,4.07,3.84,4.18,5.85,4.7,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.80487037,3.92440891,3.81251931,4.01998568,4.04628181,4.03196478,4.30935764,4.49598694,4.86261654,5.1500144,5.25594234,5.32398558,5.3190918,5.59409571,5.53944159,5.16048241,5.68248844,6.70352888,5.98263836,5.82275152,7.64700842,7.13872051,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33542562,3.48573017,3.67866111,3.88658071,3.49817729,3.25870824,3.10821271,3.29534078,3.2038722,4.32666922,4.08934975,3.8651762,4.10642147,4.30853891,4.41240263,4.97671938,4.86051178,4.51235676,4.12745667,3.95980334,4.71684837,4.26834059,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.80504513,1.77201855,1.93417108,1.96152198,1.99854314,2.05873919,2.10646582,2.17268491,2.11878848,2.18321705,2.28807664,2.36418128,2.3537879,2.29574466,2.27915168,2.27217698,2.38938212,2.36720181,2.31622243,2.25762248,2.27063942,2.36492991,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.33187246,5.52529192,5.86123466,6.69148111,7.31297731,6.77536297,6.58370161,6.05665207,6.47753286,7.14522552,6.77094746,6.89690495,7.77819967,7.39825487,6.96651411,6.83201313,6.83736086,6.65253401,6.45336485,6.20015001,7.37276554,8.09043312,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.28,5.71,5.62,5.77,5.74,6.07,5.57,5.69,5.29,5.39,5.66,4.87,5.25,5.7,5.39,6.07,5.91,5.76,5.53,5.86,6.41,6.57,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.99917603,8.14988804,8.31820965,9.16443539,9.32808781,9.22374916,9.12963009,9.13628674,9.5951395,10.32117939,10.20229435,10.36337948,10.50204754,10.57661152,10.60909367,10.79745102,10.79354668,10.79855728,10.86148262,10.79477787,11.19751263,11.04290771,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.98060012,3.49099278,3.59433174,3.56305766,3.44779563,3.46698904,3.57004833,4.07867432,4.53821993,4.52587652,4.49519491,4.54942894,4.36242819,4.43660116,4.88208723,4.65365601,4.76508141,4.61620188,4.74657917,4.81374073,5.30974436,4.98043823,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9591713,3.30417323,3.09589195,3.11678505,3.23273873,3.22345805,3.28773856,2.93715644,2.65178108,2.88892651,3.00988984,2.99707985,3.07562971,2.86880755,2.69111967,2.72813416,2.79549599,2.66813827,2.88632059,2.50914454,2.46970391,2.58129549,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.44684267,5.0041995,4.59563637,4.1293807,4.59777308,4.13416338,4.4061017,4.1298461,3.38117099,3.5476253,3.55879498,3.34921789,3.61913681,3.70787191,3.55791116,3.75701189,3.57613945,3.3407371,3.2427721,3.60361075,4.36274862,3.84550023,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39554119,4.82522202,4.89645052,5.19709635,4.86315727,5.07408142,4.66087532,4.6968894,4.60677242,5.17444515,5.20230532,5.17306805,5.2539444,5.57465124,5.89613628,6.55064964,6.83333063,6.4901948,6.60399437,6.88792992,8.0225811,8.15972805,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,7.61,7.43,8.31,9.06,9.05,9.17,9.53,9.69,9.02,9.02,9.18,9.49,9.45,9.49,9.24,9.14,8.82,8.76,8.93,9.7,9.56,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.10838556,6.3660779,6.66529799,6.40933847,6.09125996,5.26532936,4.87599421,5.52080727,5.89747286,6.62081194,6.26718187,5.86915016,6.35010576,6.49913645,5.8804059,6.10287762,5.76837635,6.62986994,6.04010344,6.12193203,6.1213398,6.30929565,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.33457184,8.54963303,8.69686985,8.18899441,8.12491989,8.03539562,8.24952507,8.20182991,8.01128483,8.39480495,7.94516611,7.78819132,7.73637724,7.9766016,8.39644146,8.90929985,9.16901493,9.47124863,9.46475029,9.61449146,10.18235016,9.89072323,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5479064,2.5465107,2.53447938,2.60260582,2.55193377,2.23386168,1.9072516,1.94145441,1.87612021,2.39306617,2.27826095,1.86409724,1.85097206,1.898314,1.91436803,2.38708901,2.54828691,2.27022862,2.41289377,2.19410944,2.39334464,2.20486665,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.83,6.86,7.08,7.2,6.89,6.89,6.53,6.16,6.28,6.6,7.1,7.1,7.54,7.14,7.68,7.39,7.46,7.49,7.33,7.09,8.48,8.56,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9502635,2.88835382,2.97113013,3.14307284,4.21720934,3.95109582,4.51446247,5.23373222,4.64780712,5.08159161,5.23958349,4.64868164,4.60267258,5.56331587,5.00027227,5.13192415,5.96067238,6.02490044,5.0057807,5.31868935,6.50193262,6.37691164,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.22181606,5.68180418,5.34983587,5.27245188,7.09572744,7.56016588,8.71264839,9.1855402,7.74147511,9.23238468,11.28196716,10.06996346,8.63756466,8.62834644,7.21081543,6.29022646,7.06148243,6.95275736,7.29396152,9.05010796,10.71837234,9.10190964,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43401194,4.75244379,4.7555151,4.50008631,4.37710667,4.27364111,4.48974991,4.18900156,3.58312893,3.88152432,4.47555733,4.30527449,5.13365459,5.28994226,5.32722235,4.82334185,4.84606647,5.2683692,4.73804712,4.56319857,6.12421703,6.90378904,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.53804731,7.00522089,7.22556973,6.93705606,7.07894278,6.84559298,6.11889315,4.90875959,6.60109425,7.58330584,6.91169977,7.50353098,7.26115417,7.10386753,6.70157766,6.19431591,6.11648464,5.65125847,6.06630135,6.84972715,7.11156559,7.53223085,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.11237431,3.88486743,4.02669907,3.90227985,3.72798967,3.77274442,3.73662806,3.70858574,3.65843678,3.49997187,3.57742167,3.85282946,3.9310236,3.63111043,3.78765464,3.59505081,3.5937767,3.39752436,3.61970162,3.65157914,3.77177453,3.82407379,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.24814415,8.62482357,8.85670471,9.01090145,9.06628132,9.03540611,9.34210205,9.44540119,9.60754967,10.66225815,10.67611408,10.37950897,10.50971508,10.41174984,10.25765324,10.73869705,11.0319252,10.90631104,10.90542507,11.00887775,13.0351181,12.3341074,11.15471363,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.27478504,3.95594192,4.22761345,4.39720297,4.30442286,4.36732149,4.44105434,4.71851492,4.08699083,4.81901121,3.56699872,3.67561865,3.91814446,4.76660204,4.56557369,5.03434181,5.44402313,6.66541576,10.99657822,7.76124763,8.98538017,9.06853294,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.45750713,5.2932992,7.26787424,5.50940943,5.50012684,4.84111166,4.86643076,4.34313393,4.05955124,4.44166946,4.06023312,3.91046357,3.8560791,4.06645298,4.27316904,4.52395248,4.73396969,4.64740467,4.56768799,4.59277868,5.53655243,5.19022274,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.00020742,7.09733057,7.20833778,7.25047779,6.91028547,6.62372112,6.07235622,6.21259642,6.73954487,7.25026846,6.81958437,6.79947519,7.01951313,7.47552633,7.84150124,8.3513937,8.55767059,9.090518,9.22575188,9.36262131,9.72726822,9.34327984,9.00162983,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.50828123,4.25330067,4.38285255,4.41762781,4.29347467,4.17605019,3.94742203,3.67491412,3.900002,4.34958458,4.23068333,4.34274387,4.56584787,4.71490669,4.77790594,4.93827963,4.97955608,5.06592178,5.16790485,5.3502779,5.59359741,5.38360548,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.63529348,5.94238281,5.73296595,5.77505445,5.79892111,6.06710529,6.33546638,6.49102163,6.84192228,7.3113451,7.07130146,6.78076792,6.74601603,7.01724052,7.18553209,7.52338552,7.53117037,7.67864323,7.62541437,7.77954912,8.71432114,9.01772404,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.5153451,6.65322924,6.68114853,6.65392351,6.58027744,6.12521315,5.77074099,5.41753864,5.06897497,4.92694378,4.99181557,5.3021183,5.17354631,5.10299349,5.23849726,4.60089922,4.65263557,5.26807451,4.90318584,5.18044472,5.86521959,6.33513117,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.46594739,2.62310958,2.57012916,3.73353338,4.33564186,3.98558235,4.06210661,3.89384961,4.31254768,4.51133156,3.72224283,3.19435549,3.2215035,3.34057522,3.72520614,3.74785447,4.20027828,4.00057793,3.24127173,3.508039,4.05092573,3.7859261,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.50500846,2.18529987,1.70167828,1.91852403,1.92152369,1.71774101,1.70861316,1.90200174,2.2392714,2.1422224,1.85172856,1.75237322,1.90971065,1.94347155,1.97311735,2.45668483,2.77497125,2.52240992,1.8976357,2.54176092,4.39382887,3.87537813,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Costa Rica,CRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.56498766,6.47409868,6.8690877,6.9691925,6.63006067,6.6642971,6.93530846,6.99642611,7.46854782,7.86019135,8.02937794,8.12197781,7.78642321,7.68229342,7.66376162,7.59196234,7.31724358,7.04522991,7.28587723,7.22124958,7.8254571,7.56881428,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.12679291,6.01767921,5.90386152,5.47972536,5.47516584,5.00639105,4.76326609,4.55249786,4.56869602,4.46966648,4.41577387,4.39700699,4.4273715,3.71773791,3.7310183,3.2198832,3.32101274,3.24693036,3.0916779,3.21496511,3.62587261,3.13269377,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.65,7.17,6.14,6.3,6.5,6.84,6.91,7.41,7.65,8.08,7.99,7.66,7.68,6.43,6.61,6.69,6.73,6.66,6.75,6.8,7.72,8.1,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.58189821,6.9820981,7.11481619,7.10295439,6.83178711,8.75525475,8.2719059,10.9674921,11.31422806,12.29053974,10.6880827,11.31298637,9.29940987,10.43099499,12.1412344,12.81401348,12.2177515,11.47197342,11.0184288,11.08496857,12.48639679,13.78727818,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.31,5.34,5.62,5.64,5.41,5.44,5.46,5.36,6.01,6.47,6.5,6.43,6.54,6.93,6.93,6.79,6.65,6.62,6.83,7.07,8.41,9.43,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Czechia,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.70103025,5.86295414,6.17736149,6.52412462,6.35071039,6.34086704,6.16380167,5.98578405,6.33024931,7.24880648,7.58647251,7.5580225,7.62448311,7.52132368,7.61248875,7.36897945,7.44554329,7.38071585,7.47048092,7.60336018,9.2136879,9.4887867,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.1,8.45,8.7,8.9,9.01,9.09,9.17,9.33,9.51,10.67,10.61,10.41,10.52,10.33,10.31,10.34,10.25,10.1,10.1,10.15,10.56,10.82,9.5,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3991127,3.19861364,3.7554152,4.27386999,3.53825521,3.80623102,4.22306824,4.05582809,3.61543369,3.64194465,3.35966682,3.37655354,3.299927,2.92013574,2.96726322,3.3475771,2.7416594,2.46857476,2.33968735,2.16640544,2.15048313,2.87667227,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.32374382,4.64501858,4.6531105,4.84617901,4.74520159,4.97772503,4.78092194,4.79109955,5.04968786,4.98329306,5.15711927,5.33450365,5.79509926,5.34749842,5.26141691,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,5.99901152,6.50494003,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.88427496,4.88183308,4.98649025,4.38888264,4.2877388,4.35391188,3.99365425,4.08935308,4.56146193,4.76337624,4.92355442,5.03797865,5.04897833,4.91598225,4.79757166,4.72216797,4.57663107,4.49336958,4.12601566,4.23948717,4.93998051,4.91815567,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Ecuador,ECU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33441973,3.75668859,4.47671938,5.44398975,5.56991434,5.59754324,5.70635176,5.43095398,5.46596193,5.79984474,6.22109413,6.580935,6.86373377,6.88127422,6.83199883,7.60513353,7.41604376,7.53717899,7.82609653,7.77070522,8.35889626,8.28661728,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.92244291,5.40030336,5.5107379,5.2242527,4.85732365,4.92229176,4.84190083,4.44493246,4.46634817,4.37870932,4.15319157,4.35707569,4.45891809,4.6710043,4.77415323,5.06153202,5.07462406,5.34661913,4.74892998,4.5994668,4.15384626,4.60955143,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.84342813,7.88604879,7.88565731,7.77182293,8.1302166,9.20057869,8.69338894,8.47836304,8.49585915,8.83749676,8.90416241,8.87645435,8.60625362,9.05235958,8.5989418,8.75833225,8.71456337,8.42286873,8.322752,8.80846119,9.08151054,9.71643353,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.10720015,1.20301282,2.74982452,1.82749987,1.45293343,1.29643106,1.29171956,1.30166054,1.11555648,1.76790214,1.62134683,1.42923808,1.51459265,1.64174569,1.75401485,2.34058356,2.8594172,2.74714279,2.85223937,3.16833544,3.89984655,3.40450907,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.76670074,5.91931677,6.68857431,7.33703375,7.00984955,6.8641758,6.85727453,5.2786293,6.415205,5.38878489,4.83844233,5.16795397,3.7449646,4.97097206,4.02524328,4.45034695,3.6608541,3.98912001,4.12701797,4.58734369,4.15886974,4.15077114,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.17029095,4.78060246,4.70329475,5.13883257,5.33758926,5.29536057,4.97390509,5.18455648,5.95724869,6.84477043,6.59433842,6.0781703,6.09506845,6.28062296,6.36199903,6.64135027,6.70240974,6.59727097,6.6912818,6.81699181,7.57906532,7.49057293,6.94306278,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.60951757,5.13895369,5.52298307,6.37864399,6.81432486,7.37623358,7.82560062,7.93004131,8.85792923,8.63292217,8.5912571,8.46997261,7.82047606,7.45703411,7.25596571,7.05855274,6.82044792,6.98103714,6.62469387,7.15369368,6.59767151,7.03582335,..,..
